title,level,parent,0,1,2,3,4,5,6,7
FIVB World Rankings,2,Iran,-0.07484505289788482,-0.12580033104511168,-0.03892966595018779,0.020651387762573293,-0.04522672390394784,-0.04624189570884183,-0.04501072050420412,-0.07208044966908284
Iranian peoples,2,Iran,-0.06231599053613532,0.25325049727004084,-0.0646717897271491,-0.20089913111028937,0.3179002351045412,0.2664694236909824,-0.13415178968334746,-0.022309265558306573
Mandane of Media,2,Iran,-0.11944114363912343,0.006175158129752929,-0.11935939153132552,0.012095611755973602,-0.10178078890903906,0.08519583970815746,0.09109147139851101,-0.16867042304043675
Economy of Iran,2,Iran,0.2854535732642273,-0.13916916760817763,0.18689465622673357,-0.12634210085538722,0.2489241908713079,-0.14040192395677878,0.21220217236412872,0.05649117822340056
Lor Girl,2,Iran,0.07637393158168976,0.021110667440490543,-0.09309550776774658,0.0290322596966424,-0.09623006402528606,0.014958494673241495,0.008159383188614753,0.059568152991729593
Viguen,2,Iran,-0.0043989042560410785,-0.05381398446642842,-0.1338545713879997,0.019899001622399704,-0.03945526048574484,-0.016467836226237265,-0.027035662080937873,-0.02539360493893208
Calligraphy,2,Iran,-0.13914604951165194,-0.002931750794526355,-0.014387885078610841,-0.0016377114693074705,-0.018130025153806715,0.1021161598262199,0.06449022855867512,0.1529302629812044
List of countries by GDP (PPP),2,Iran,-0.05556374029775318,-0.1605400780023105,0.03981361557416175,-0.011070988873575383,0.01836756870620758,-0.08428306259309461,0.027775826754836877,-0.052042285448057536
2009 Iranian presidential election protests,2,Iran,0.30787362578211314,-0.08515465589227796,0.10452224983458429,0.07326360238773946,-0.05992091300881547,0.12502617641426497,-0.054126099264915,-0.02549479443131539
Architecture,2,Iran,-0.12491961621563578,-0.10269360079886487,0.09149063652294577,-0.0033507874366127174,-0.0070711303335917325,0.07887613866968994,0.11192601659192968,0.23078614118418378
Science and technology in Iran,2,Iran,0.15412157445237362,-0.03650114931535259,0.04649712197835249,0.0834575186987994,0.16524210672361417,-0.10237082993399553,0.13665940716609787,0.15421631929442095
Nabonidus,2,Iran,-0.1257372296970003,0.05311304784061584,-0.028125718675620134,-0.010392475532020553,-0.08208218956398163,0.12026644220637643,0.16206602259073016,-0.16097040355890543
Christmas,2,Iran,-0.10133159947223408,-0.03676416225692247,0.08844084975315439,-0.022696448979809786,-0.0183210445373033,0.07809711486584023,-0.008887975460199081,0.06168069417223047
Sumerian language,2,Iran,-0.15334680994708888,-0.0280711793161125,-0.061487080228524,0.03365613107535848,0.015601399412649425,0.08381529891852244,-0.030466379575209625,0.013580908229267696
Avestan,2,Iran,-0.09426134130437581,0.018226457776425994,-0.13545129415026275,-0.008068126024668925,0.1320501752225046,0.18746161115517107,-0.08088970729955942,0.000363703996280589
Kamancheh,2,Iran,-0.05254181537058847,-0.017769062537432087,-0.1440032447454509,-0.0010320599014432429,-0.016774679516000663,-0.032217391048281675,-0.04525142169384316,0.01672181833443463
Tehran University of Medical Sciences,2,Iran,0.10679989719646,-0.11114192367608612,-0.07448377167435961,0.055696503760874004,-0.006639159480617476,0.011851472752341474,0.034556858963443966,0.14402136935099372
Bear,2,Iran,-0.1488931767876489,-0.08182303131131125,-0.0030464996975879026,-0.00843505960586372,0.007024843506355741,-0.04284732782149443,-0.05494040126662115,0.028759910245977453
Islamic Revolutionary Court,2,Iran,0.20172330207110567,-0.04371496989234442,-0.029990950853555565,0.08630736708493303,-0.06802404943146963,0.09614667511553468,-0.08493915352562746,-0.04447116702756215
Timeline of first orbital launches by country,2,Iran,-0.06686208332724025,-0.1240500112735537,-0.008542207393439234,-0.014675123937607141,-0.040217375299307884,-0.0785717321867829,-0.039774665327864805,-0.06735983580956209
Royal Road,2,Iran,-0.05570471306573516,0.06328672421873044,-0.0833192071457015,-0.05001284616408118,0.015534677111711822,0.0665926658235148,0.1911294839463695,-0.1485116668270753
Zagros Mountains,2,Iran,-0.05325525069158676,0.004055931799473967,-0.1195176767495445,-0.06185559159431065,0.1359430932306361,-0.10575558859486521,0.013102205275622053,-0.050974528688074706
Mining in Iran,2,Iran,0.21001340971180302,-0.11734215800837795,-0.0443866091952225,-0.06159414565280588,0.21384296818969034,-0.18021736704965138,0.1585876816778074,0.01748998605341187
String theory,2,Iran,-0.12792922846767713,-0.11674683531543571,0.03125222536990712,0.040488712524941836,-0.02010812537328111,0.012449777139168406,0.02589093893337485,0.0988468788117221
Elamite language,2,Iran,-0.12922600883023846,-0.04701804632649944,-0.11229009220847351,0.0304463519868422,-0.023184765986681594,0.05847352555441275,-0.020450620097009906,-0.04037426699659705
Islamic Consultative Assembly,2,Iran,0.252966842555555,-0.07632702258918016,-0.02340595761086634,0.05291530695211818,-0.1419124221711422,0.16136371285218448,-0.11451089973849192,0.004524937482277749
Recession,2,Iran,-0.04530247828879542,-0.16039370661855143,0.1416151081010306,-0.04164769098062119,0.0284876104786933,-0.05887630451127377,0.07365951114653628,-0.009220646164484527
FLOPS,2,Iran,-0.10818150668602912,-0.1331854222781738,-0.04200843483152296,0.0329845326280825,-0.046543068622599,-0.04864630190135434,0.007427443435666166,-0.0019180271853873156
Early Islamic philosophy,2,Iran,-0.11686368842558009,0.1897565615339734,0.19227096567070534,0.5114302144408871,0.11998534973139031,-0.07056873664498925,-0.07063691887346457,0.11553787353159242
Academy Awards,2,Iran,-0.06651696484422467,-0.13161624665394384,0.04558065191788894,0.008586520331028044,-0.05590218017736288,0.023043275086361052,0.017539621166901827,0.056500835114756745
Sheikh Lotfollah Mosque,2,Iran,-0.009215159064822741,0.04424404118026607,-0.05788837507778978,0.09847324315312234,-0.07977637357287615,0.02101315344828566,0.05880697358901189,0.15354534789670266
1974 Asian Games,2,Iran,0.18965595234754817,-0.08454552995248368,-0.11765555009889965,0.006185548272487399,0.018933445815109994,-0.02853299158559175,0.04160623165641117,-0.02205216333448187
Mausoleum at Halicarnassus,2,Iran,-0.13322429724833135,0.013683734402437914,-0.028843289097801726,-0.024591096008735765,-0.07424765493657709,0.06675159415648052,0.13900149363516243,0.040555977263284575
Tu BiShvat,2,Iran,-0.11264394785004474,-0.08022876905032153,-0.046131351902383946,0.03918902536537926,-0.04109057717808347,0.0027075613350124447,-0.0558789767072536,-0.02819547231664461
Astronomy,2,Iran,-0.14584496144659,-0.08882166581466162,0.03676884917752309,0.047760788312596926,0.03525327022441297,-0.02297493678448065,0.05084934656307777,0.10818337504926553
World government,2,Iran,-0.012432843308695127,-0.05111730197777455,0.29009164805151383,-0.08428572920668627,-0.012955038925582477,0.08627819176287381,-0.07186501836177449,-0.01856875833973877
Cimmerians,2,Iran,-0.1328624316710778,0.0720054111789316,-0.0675133466809833,-0.0752214222579139,0.005944062113137309,0.08152340088811857,0.001025123783102377,-0.09497804094826034
First Babylonian Dynasty,2,Iran,-0.14059939819427306,0.02563901068270897,-0.0640532602172782,-0.0093026860937308,-0.02553180523067558,0.038406625920584206,0.0833103122508739,-0.07803491516436262
Ferdowsi University of Mashhad,2,Iran,0.10938426478758162,-0.0805681655652671,0.027088122184660893,0.05783117369679398,0.06644138317932399,-0.010597213195772767,0.04622873540593681,0.17000604246932144
Cyaxares,2,Iran,-0.08167957449361625,0.054850137924745225,-0.11367433886153457,-0.028722526225799017,-0.061935905657986685,0.08015463107062612,0.08548339469197164,-0.18874635172219512
List of largest shopping malls,2,Iran,-0.05273635412526217,-0.0688425574755074,-0.10272044502625528,0.007036158031524567,-0.0007739598069689018,-0.0715514539556279,0.01988952856512915,-0.039061874248478116
Ahvaz,2,Iran,0.0401234430674671,0.07871095744535442,-0.0708460961686312,0.05689952464196594,0.07178686489484395,-0.0575819556486044,0.07649634925494964,-0.04362235489100169
Nazi Germany,2,Iran,0.02385870114231939,-0.0780851701705663,0.3368705670274057,-0.09496929652782497,-0.0834964456186116,0.06615442277143262,-0.005326146593286192,-0.07165262758089698
Mihranids,2,Iran,-0.04825726236344581,0.019869993004111738,-0.13964226225033002,0.00036572336771850217,-0.039684369444573556,3.9035336332726455e-05,-0.037966036885355985,-0.06644155797744133
Medieval art,2,Iran,-0.15426675253973515,0.021092446659713958,0.07628055582961557,-0.03219165134888028,-0.013007498048104481,0.10682729581685703,0.13113550786918046,0.22721699347823526
Plain,2,Iran,-0.12058856593563337,-0.06405104136052912,-0.08886357169026546,-0.008454261277830295,-0.007497619018819836,-0.09694903306838792,-0.048933883805882865,-0.0484318094212302
Russo-Persian War (1804–13),2,Iran,0.018859151642903884,0.21389515659193511,0.039099810380995005,-0.18297774639815403,-0.24389767615475008,-0.14713965377143093,-0.10262489040109155,0.009493053349262918
Isfahan City Center,2,Iran,0.05365725192218762,-0.07637569561467548,-0.1494622871739366,0.014766358646463312,0.008532345031036536,-0.07570083299613996,0.07588217130964664,0.014983980132531877
Arsacid dynasty of Armenia,2,Iran,-0.09848684616603187,0.14630569645210528,-0.028835523801559505,-0.0671343103416739,-0.1294373380981043,0.03747366777133033,0.07223422513150742,-0.10671503922480542
Khosrow Sinai,2,Iran,0.11383670942059605,-0.09047548779937795,-0.14499996829644382,0.03386734387250478,0.015641149806630773,0.019388157508129854,0.011829021640057655,0.07184101158270932
Proxy server,2,Iran,-0.10904060538107824,-0.15666045413178128,0.02487262765418591,0.03882326661836036,-0.06408688516785666,-0.013709429501250744,0.018751284648462645,0.0647077688745584
Pottery,2,Iran,-0.14616413726398392,-0.047385596700862974,0.025950720698961104,-0.03411978651223304,0.05771198418987492,0.03463168136677985,0.07352957229700192,0.10547367729554724
Eponym,2,Iran,-0.1189831765665068,-0.08560776322681239,-0.09641771139423724,0.05054576683308798,-0.06636138810374623,-0.01140829095172016,-0.025922195514534972,-0.015166950240432872
Indo-Iranians,2,Iran,-0.0763523351328098,0.09566897923819387,-0.12352679048705659,-0.1474304542323993,0.32504545791204326,0.24190095341854026,-0.2329018658505073,-0.0004723510064837236
Seljuk Empire,2,Iran,-0.008928997235471895,0.22946754830100008,-0.034847660436670605,0.05042008584252578,-0.0871197587093034,-0.09456440605241495,0.034857877999067054,-0.021078412772022517
Jamkaran,2,Iran,-0.02140665775771087,-0.004022252960862654,-0.037162060257783944,0.16413681444164974,-0.028388848817552277,-0.03318336012389506,-0.05765889336522099,-0.006435444051957291
Fall of the Sasanian Empire,2,Iran,-0.04616653242456336,0.1673230627020531,-0.003452713562956848,-0.013845472385185315,-0.04813806378873012,0.020038438958870072,0.1098461225793196,-0.14483561742471052
Persian people,2,Iran,0.03268441737266335,0.23001827737509048,-0.11782554198895318,-0.11360573899458046,0.10699381170251641,0.1708836107836271,0.19709672353489063,0.09896478815156556
Russia,2,Iran,-0.013343476693640985,0.03466121814641263,0.27738983911686177,-0.21361632784689633,0.018156476612766148,-0.07179983866053927,-0.06348871671059904,0.039498703096694
Nuclear fuel cycle,2,Iran,-0.11404216429275559,-0.16441045919168298,0.06448906329107078,-0.013952490162265423,0.03483771738024512,-0.11298610525262967,0.09672688798486663,0.03295455502390887
Encyclopædia Iranica,2,Iran,-0.021148168973244234,-0.052930747497675734,-0.06018637991708414,0.015001613239695956,0.012034042163839031,0.024774624278715934,-0.05267492082892831,0.021817569566124143
Golden Globe Award,2,Iran,-0.07191822041969258,-0.1292287730438148,-0.019701692025489215,0.03236539146523528,-0.07390624621065685,0.0012504894659321174,-0.006580697380056627,0.018504271562861933
Sadeq Larijani,2,Iran,0.21898049073632633,-0.06815196463706387,-0.06442093805066972,0.09912478012169021,-0.07754073428940919,0.14521473165468252,-0.10958307062724225,-0.029697822962282697
Bachelor's degree,2,Iran,-0.06633720757986677,-0.13175582705996813,0.052024410454056695,0.030378929676506555,-0.004313631158313811,0.018745073926701685,0.010573814170729999,0.15586840066591984
Prunus cerasus,2,Iran,-0.12193792700293969,-0.08878623377823608,-0.0762135583004503,-0.0029180940053955403,0.011815766430124684,-0.07834553428205464,-0.050419848094318216,-0.02184644645945569
The Cow (film),2,Iran,-0.034834287311209536,-0.05194996844816569,-0.112662287056548,0.0766510681407238,-0.08057686774929512,0.03230684036924802,-0.05361631182119951,-0.023919254845058413
"Iranian presidential election, 2005",2,Iran,0.21472115638470513,-0.11330081189614828,-0.006573278705664986,0.06859352706742852,-0.0867179873758164,0.1405093051425571,-0.09867658106431726,-0.05573102270634068
Clergy,2,Iran,-0.07514677461071838,-0.04323197293718785,0.07747276241418107,0.0914093266009111,-0.056709622163017046,0.14714560937216906,-0.09997907468322331,0.0895437556507114
Hezbollah,2,Iran,0.08893588882885023,0.05516152710799564,0.21780305368732156,0.20579333771450575,0.0561807151614748,-0.030642063885391983,-0.07995983308848759,-0.13501354176335872
Rostam and Sohrab,2,Iran,-0.059618137550558475,-0.013477857572560936,-0.11164531552558356,0.02969389593474226,-0.0875253292166783,-0.021521756417853817,0.031041166419543804,-0.07365394036840105
Venice Film Festival,2,Iran,-0.06608339955533168,-0.11023048559082319,-0.016331034013774646,0.014762019478108466,-0.07978922980672985,0.01855748534054338,-0.0027042999825776033,0.012317626298201803
"Sepiddasht, Lorestan",2,Iran,-0.016492777475567096,-0.047750009601438624,-0.18110056827292126,0.031512803236713606,-0.011205247852477238,-0.0735312090209607,-0.0176434515208375,-0.07903275463215612
Luri language,2,Iran,-0.027376700095849017,0.029421210378126724,-0.16519461528946391,-0.0010281152691845815,0.04731562408474055,-0.011469358346370976,-0.02740932941770821,-0.03125731446149808
Tanbur,2,Iran,-0.0010222097295480626,0.04304361717112797,-0.11370676107471801,0.05631128123914721,0.0991093010134013,-0.044361544244678495,0.01906151270277305,-0.029826952990443863
Operation Barbarossa,2,Iran,-0.025245495744939575,0.008788869798622381,0.2788720604953153,-0.14607842504469934,-0.08902267441231936,-0.041530839671542086,-0.011876785691629293,-0.18044297573336743
Muslim Student Followers of the Imam's Line,2,Iran,0.21423385643180032,-0.07128474025914013,-0.09844654083977224,0.07160959199518385,-0.05400257699776328,0.08079050748336206,-0.04215800672882438,-0.01084667615278645
Yogurt,2,Iran,-0.11650484817525131,-0.048734221971913495,-0.038870149910222446,-0.008924581309736543,0.017709959805322924,-0.04571622844845784,-0.04970033892117386,0.007768548619957888
Hulagu Khan,2,Iran,-0.01188142014179571,0.13977489164093515,-0.011828793353607994,-0.012316739905058159,-0.10057769468850805,-0.060713224611132974,0.043694009797294625,-0.0759857213085724
Iranian frigate Jamaran,2,Iran,0.02897046457903676,-0.10652048312113678,-0.06251133097568295,0.002995439617919009,0.03345249370673674,-0.11851992839673374,0.0670153306698121,-0.09810257312361838
Jordan,2,Iran,-0.017688885670108425,0.12648558717313718,0.2737876799550866,0.09705153479711677,0.14663800869929763,-0.07480360498268744,0.022196907137314644,-0.037663397962396504
Georgia (country),2,Iran,-0.007471241577359344,0.13503784092753407,0.1909188681550546,-0.2759186435324392,-0.00906811595535282,-0.06508853543941846,-0.16275500553313327,0.11515260861517916
Ghaznavids,2,Iran,-0.012953924114534734,0.22931187238306106,-0.023415849995509563,0.05375256646146763,-0.07226116261017358,-0.07194373475844465,0.0424975879644051,-0.00715685474877132
Ummah,2,Iran,-0.07739991665311022,0.06810988529931844,0.10047356083287187,0.2019892726110727,0.03255544848252086,0.022868721334074443,-0.12562726301975777,-0.021381341357076658
Berlin,2,Iran,-0.06705600398381957,-0.06959578797596656,0.09532128004893052,-0.07260864364979457,-0.007635975869724869,0.01217649398004393,0.022831695735162534,0.06584493301217423
GCE Advanced Level,2,Iran,-0.07940880584827066,-0.13189242307765514,-0.010784450983688978,0.030192409056893698,-0.04134936654426727,-0.006624807876966431,-0.030395807985914097,0.03871232282941369
Achaemenid Empire,2,Iran,-0.08860838103649371,0.21367105613611512,0.06616635175145505,-0.11996990808733082,0.002949563166475366,0.2039764657610231,0.29885836843445146,-0.17192852524505534
United Arab Emirates,2,Iran,0.04857436412334392,0.056306194897394087,0.2608309056436211,0.1053293993183726,0.1254793044272879,-0.07744304069526146,0.0058457834359220435,-0.018411672172438852
Bakhsh,2,Iran,0.004745676282634214,-0.045919589553681986,-0.19172368027608414,0.03561598511247393,-0.022949928444272467,-0.08245204574953025,0.0021039653532548054,-0.09606633029261627
Transcaucasia,2,Iran,-0.014248234847483617,0.24524760119837202,-0.0637490386229265,-0.25833275808778466,-0.00830580873124362,-0.10915602528022428,-0.17085646774544216,0.04030957266554562
Mixed economy,2,Iran,-0.06734713885093868,-0.14961369855717954,0.12062770939849819,-0.027411345789055557,-0.005970881844570255,-0.01960002029954326,0.03108465102379921,0.023562062871365703
Islamic literature,2,Iran,-0.09132254547519966,0.09120203264430933,0.019135615592614567,0.2977817245509913,0.05488444736163157,-0.04825836073882956,-0.05337403610459238,0.042887097393396315
Caucasus,2,Iran,-0.025040055308885336,0.21666656940778065,-0.036998729012661026,-0.2757783495421308,0.0882489166624292,-0.09860550384738398,-0.1825947608956389,0.04197421562729783
East Azerbaijan Province,2,Iran,0.09818683075586873,0.06277497751145433,-0.08979539382457451,-0.12436455763488417,0.09061631060303091,-0.12061455942718377,-0.024156736836933097,0.06949571580147025
Stonemasonry,2,Iran,-0.1274250632638619,-0.07293340148982046,-0.03132574860801829,0.015618229166434353,-0.03996029770821899,0.02322072638861918,0.059805003129439066,0.08184259391275425
Interpol,2,Iran,-0.005845071977728979,-0.12652566311218275,0.13497998527494875,-0.03638686756788631,-0.05764365506522175,0.01162596207774916,-0.07608766348004099,-0.048481548764952
Radar,2,Iran,-0.12383725353885722,-0.14368762251702655,0.06342169214153849,-0.00865080209298521,-0.016807433614288707,-0.0768947955153716,0.07026553654400827,0.018394083883519347
Nuclear program of Iran,2,Iran,0.3015787878188465,-0.13443866406098906,0.1311059555045183,-0.03841165217334605,0.10449889763995106,-0.03282695933761653,0.10133572657630482,-0.042402597881916894
Mohammad Mosaddegh,2,Iran,0.26910099126192055,0.005159880714538355,0.07609377812302158,0.003765358851606405,-0.14837884547291313,0.06603178024670352,0.025569776154695058,0.009120731424534104
Omid,2,Iran,0.10067127437005162,-0.09859092762766808,-0.09271857244507652,0.011204685862107369,0.029164087673802144,-0.031047533205443928,-0.002422047689559326,-0.05491111453585557
Azadi Sport Complex,2,Iran,0.12386436578448139,-0.07577519964784649,-0.21658166403529186,0.03812223501767254,0.015404202016973288,-0.05250499103102386,0.05138177548604019,-0.021112235628474578
Azadi Tower,2,Iran,0.1489881516781596,-0.02279420999137786,-0.13759472391631436,0.006681161621738692,-0.037853393432141044,0.0670622131283602,0.1772669143265153,0.12593785142584943
Asiatic cheetah,2,Iran,-0.005107802990927543,-0.04716819985162576,-0.024524375608724534,-0.08054148599605872,0.11237861028282643,-0.12816204449669505,-0.04214465426562246,-0.008897069817570429
Petroleum industry in Iran,2,Iran,0.2485571218181538,-0.11011414111059988,0.06443709222578373,-0.09924487134683313,0.2189878442500365,-0.16536221098398243,0.15346707127101658,0.014402877257966466
Guardian Council,2,Iran,0.2536426063929204,-0.10507432667361297,-0.011941906620246247,0.08192093696583977,-0.10962151270348644,0.16424971575858377,-0.1573031168438751,-0.06475756802731182
Gathas,2,Iran,-0.11551305482891691,-0.02625639794180906,-0.09895989008340159,0.02967553478415859,0.04471035848357728,0.1219106930756462,-0.06657434590818821,-0.015659788645481672
Culture of India,2,Iran,-0.12812784237514732,-0.00810738530871074,0.04878438794384985,-0.021886719560190535,0.08930138058563804,0.1295610446945103,-0.026786949713825073,0.1421685950527501
Taxation in Iran,2,Iran,0.18350551734093762,-0.1093587376926416,0.09797053536062676,0.04740468812714188,0.1328554774991924,-0.05265862094993652,0.0768955762149783,0.018480837478143195
Cyropaedia,2,Iran,-0.12995462716446868,0.03731157099008199,-0.025467502899389555,-0.0027562465929739746,-0.075407188961904,0.14575870040541355,0.12641506346505693,-0.0818840778473737
Syria,2,Iran,0.005182268036956479,0.21680174418150064,0.2892202173233454,0.11317495267508976,0.141471179880153,-0.008201656506835738,0.013629035352170329,-0.09022526303033504
Shiraz,2,Iran,0.07853705495435105,0.12883407617094367,-0.05800701453196064,0.011003523120046118,-0.000871492436291149,-0.034930489374311376,0.1639219294370948,0.12410619700534775
Khwarazmian dynasty,2,Iran,-0.020466377587594137,0.19695412242861343,-0.05346575351738025,-0.005385664391847895,-0.1288481926765653,-0.13320904160127853,0.006814393685636322,-0.04590930632939304
Western Asia,2,Iran,-0.02447632968900637,0.08135710661982362,0.027757350860336687,-0.13657074357576618,0.22397933643548626,-0.13815632439834516,-0.05202020661735588,-0.07016741080249918
Rock climbing,2,Iran,-0.12521905682676124,-0.1105204829232516,0.012595758881265783,0.007033438143812738,-0.03383236102192669,-0.019830497416045895,0.02320127590918484,0.04336720820525921
Khanates of the Caucasus,2,Iran,0.02022716696715164,0.19020463880372057,-0.0783543631146138,-0.1767165157254266,-0.1275733423788372,-0.12697248916913348,-0.14807005256063763,0.06222490697241844
Irreligion in Iran,2,Iran,0.1743231968139473,-0.030120883303369945,-0.07871425364472961,0.018850118624962296,0.12638330326314473,0.12552349288162185,-0.12860745549668534,-0.03247884120982096
Jiroft culture,2,Iran,-0.05461948449151696,-0.01540516105270583,-0.1083894044918784,-0.022432679599196894,0.056630261280817204,0.04073733393426107,0.06644224701972387,-0.0063536749870628274
Saffarid dynasty,2,Iran,0.01653691985961498,0.17289760358645326,-0.06469117684178703,0.15780543052222035,0.023356737478870956,-0.10653582232810818,0.027087194325635878,-0.07648490932523312
White Revolution,2,Iran,0.239750863849197,-0.031662195538419334,0.05004075476690218,0.03089115950124251,-0.10566652597701257,0.12030244808038375,-0.02714765349159085,0.059566264629911686
Non-Aligned Movement,2,Iran,0.025154379249287512,-0.09912811790650833,0.15962888203547493,-0.037858721049308194,-0.018273934024347918,0.041304529525080826,-0.06380354453753112,-0.07360255104048542
Timurid Empire,2,Iran,-0.009907078969986409,0.23005804153058448,-0.06837872676882382,-0.03527752013224599,-0.10685688465946983,-0.03976496509780022,0.007761611505605701,0.12921751660294503
Golestan Palace,2,Iran,0.12618319800748062,0.029208193158962534,-0.14506841302950796,-0.009689633995621843,-0.12331882561655068,0.015677059327424886,0.17295563033599903,0.1855835747112607
Eid al-Fitr,2,Iran,-0.06935506231410152,-0.00814389614294442,0.04021152457147753,0.13802345886620374,-1.4693353774416995e-06,0.0072646913300627326,-0.05460161974417014,0.0248766868007924
Domestic tourism,2,Iran,-0.08337967257200639,-0.10400465427853656,-0.054850431317130466,0.021720162573666428,-0.030372859029455114,-0.050179609122335836,-0.031051496328873572,-0.029147082627634588
Twelver,2,Iran,-0.0025880196945817823,0.18291740087332317,0.13995928943356672,0.4395229645889252,0.045293590505282734,-0.02876530621628087,-0.09696652682404437,0.05159038065985702
Samuel Rahbar,2,Iran,-0.028355411566314607,-0.10420414928067885,-0.11676827788842567,0.05653543055903131,-0.05428547213548695,0.006842519245325104,-0.023967038506202444,0.009860948846960312
Cambyses I,2,Iran,-0.10677924765282244,0.018354055308568908,-0.12639693447666306,-0.0017088000839172123,-0.018973772871741044,0.13420108476870068,0.056611902940590084,-0.16497496010391138
Indian Ocean,2,Iran,-0.10969487147467234,-0.00185126077534837,0.044376770803786846,-0.08146514355107538,0.10930044305769544,-0.09821392375314172,0.0030241169994516958,-0.05271030289820178
Kurds,2,Iran,0.05854404209166066,0.18986531993478942,0.08759827209775724,-0.07646156866660841,0.05578096897984299,0.04510405325706845,-0.03736829448476516,0.02746396300135479
Zoroastrianism,2,Iran,-0.03849431252360523,0.1596742353203418,0.02052442708710267,0.005000234130999241,0.12452449195128017,0.24139249796974996,0.0032131122655583056,0.014833613327472588
North America,2,Iran,-0.1076298967645471,-0.03329045208021447,0.10761097654780903,-0.1276144419234399,0.12447135782422938,-0.05035635632959643,-0.04284198358096144,-0.0009837752131936284
